pmid,title,abstract,authors,journal,publication_date,journal_issue_date,doi,pubmed_url,gene_evidence_level,gene_evidence_genes,mitochondrial_process_evidence_level,mitochondrial_process_evidence,senescence_evidence_level,senescence_evidence,model_evidence_level,model_evidence,omics_evidence_level,omics_evidence,biological_score,biological_score_normalized,biological_rank,semantic_similarity,semantic_rank,semantic_normalized,biological_normalized,hybrid_score,hybrid_rank,primary_gene_count,primary_gene_present,core_mito_process_count,direct_mito_senescence,preferred_model_present,multiomics_present,strong_biological_evidence,phd_priority_feature_score,research_priority,source_file,source_batch,pipeline_version,evidence_source,biological_score_source,semantic_model,priority_feature_source,title_feat,O2_multiomics_integration_level,O3_hub_gene_level,O4_core_mito_process_level,O5_mechanistic_connection_level,hybrid_component,mechanistic_component,hub_component,pathway_component,omics_component,model_component,final_phd_priority_score,final_phd_rank,final_priority_category
42312904,Therapeutic Potential of miR-196a in Protecting Corneal Endothelial Cells From Senescence Through Mitochondrial and TGF-β Signaling Modulation.,"PURPOSE: Corneal endothelial cells (CECs) play a vital role in maintaining corneal transparency and function, with their hexagonal morphology being a hallmark of proper cellular packing and barrier integrity. This study investigates the functional role of miR-196a in regulating key cellular processes, including viability, cell cycle progression, stemness, mitochondrial function, and senescence. METHODS: Human CECs were cultured and transfected with miR-196a mimics or inhibitors. Cell viability, proliferation, and cell cycle progression were assessed using the CCK-8 assay and flow cytometry. Gene expression was analyzed through real-time polymerase chain reaction and Western blotting. Mitochondrial function was evaluated using JC-1 staining and by measuring mitophagy markers. Senescence was induced using transforming growth factor β (TGF-β) and detected by senescence-associated β-galactosidase staining. Cytoskeletal changes were visualized through immunofluorescence staining. Signaling pathway activation was assessed using Western blotting and immunofluorescence. RESULTS: miR-196a overexpression enhanced cell viability, promoted cell cycle progression, and upregulated stemness markers, while its inhibition had opposite effects. It increased mitochondrial membrane potential and suppressed mitophagy markers. miR-196a modulated autophagy, cytoskeletal dynamics, and inflammation-related pathways by regulating ROCK1, ROCK2, and PAD4. It activated prosurvival pathways (YAP, MAPK) and reduced p53 levels. Importantly, miR-196a mitigated TGF-β-induced senescence by improving mitochondrial function, suppressing autophagy, and modulating TGF-β signaling components. CONCLUSIONS: These results showed the protective role of miR-196a in maintaining cellular function and suggest its therapeutic potential for addressing aging-related diseases, fibrotic disorders, and mitochondrial dysfunction. This study underscores miR-196a as a promising target for therapies aimed at counteracting cellular senescence and promoting regenerative capacities. TRANSLATIONAL RELEVANCE: miR-196a may serve as a novel therapeutic target for preserving corneal endothelial function and preventing age-related degeneration.","Hye-Jin Son, Gyeong Min Lee, Yunkyoung Ryu, Kyung Bo Noh, Jin Sun Hwang, Sun-Hee Oh, Young Joo Shin",Translational vision science & technology,,2026 Jun 01,10.1167/tvst.15.6.23,https://pubmed.ncbi.nlm.nih.gov/42312904/,0,,2,mitophagy;mitochondrial dysfunction;mitochondrial membrane potential,3,cellular senescence,0,,0,,30.0,0.4545454545454545,32,0.5394516,82,0.631365732224322,0.625,0.6275462928897289,47,0,0,2,1,0,0,0,7,High,,batch003,,,,,,Therapeutic Potential of miR-196a in Protecting Corneal Endothelial Cells From Senescence Through Mitochondrial and TGF-β Signaling Modulation.,1,0,2,2,0.6275462928897289,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,51.964120251140514,41,Moderate
42295095,"Mitochondrial Dynamics in Cellular Senescence: Mechanisms, Context Dependence, and Therapeutic Potential.","Mitochondria function as the primary energy centers of cells, and the dynamic equilibrium between their fission and fusion is essential for preserving cellular functional integrity and metabolic homeostasis. As research in cell biology has advanced, an imbalance in mitochondrial dynamics is tightly and bidirectionally linked to cellular aging. It not only contributes to aging-related functional decline but is also exacerbated by the senescent state itself, creating a vicious cycle that impacts key biological processes. Recent studies have demonstrated that the disruption of mitochondrial fission and fusion during aging, through mechanisms such as impaired cellular energy metabolism, increased oxidative stress, compromised mitophagy, and the induction of senescence-associated secretory phenotypes, collectively accelerates the functional decline of cells and organs. Nonetheless, many questions remain regarding the specific regulatory network of mitochondrial dynamics and its variations across different stages of aging. The aim of this review is to systematically elucidate the fundamental role of imbalances in mitochondrial dynamics in the context of cellular aging, along with its underlying molecular mechanisms. This review summarizes various intervention strategies targeting this process, including targeted therapies, small molecule regulators, stem cell therapy, lifestyle modifications, and innovative mitochondrial transplantation technology, whereas these approaches are still in experimental or early-stage development, and their translational potential requires further validation. The ultimate objective is to offer novel theoretical insights and potential therapeutic approaches for mitigating aging and associated diseases.","Dan Wu, Shihao Jiang, Chenyang Li, Xianqi Wang, Yuexiang Ma, Peiwen Wang, Yanan Xu, Heliang Fu, Qianmei Wang, Kuo Shen, Rui Zheng, Junjie Li",Aging and disease,2026-06-05,2026 Jun 05,10.14336/AD.2026.0323,https://pubmed.ncbi.nlm.nih.gov/42295095/,0,,2,mitochondrial fission;mitochondrial dynamics;mitophagy,2,cellular senescence,0,,0,,24.0,0.3636363636363636,59,0.7162994,1,1.0,0.5,0.7,27,0,0,3,1,0,0,0,7,High,,batch003,,,,,,"Mitochondrial Dynamics in Cellular Senescence: Mechanisms, Context Dependence, and Therapeutic Potential.",0,0,2,2,0.7,0.6666666666666666,0.0,1.0,0.0,0.0,51.16666666666666,42,Moderate
42176571,Prostaglandin D2 reinforces mitochondrial quality control to enhance ovarian and embryonic competence.,"Prostaglandin D2 (PGD2) is a bioactive lipid mediator implicated in ovarian physiology; however, its role in mitochondrial regulation and aging-associated reproductive dysfunction remains insufficiently defined. Here, we investigated whether PGD2 restores ovarian competence through coordinated mitochondrial and endocrine remodeling using human granulosa (KGN) cells, primary ovarian cells from aged mice, and preimplantation embryos. PGD2 significantly enhanced cellular viability and attenuated senescence-associated β-galactosidase activity. Structural and functional analyses demonstrated restoration of mitochondrial network integrity, increased mitochondrial membrane potential (ΔΨm), elevated basal respiration, spare respiratory capacity, and ATP production, together with reduced proton leak, indicating improved oxidative phosphorylation efficiency. Mechanistically, PGD2 activated a mitochondrial stress-adaptive axis characterized by upregulation of SIRT1 and PINK1 and suppression of PARP1, suggesting enhanced mitochondrial quality control and preservation of metabolic flexibility. Concomitantly, PGD2 promoted steroidogenic activation, evidenced by increased StAR and CYP11A1 expression and significantly elevated estradiol and progesterone secretion. Adaptive remodeling of gonadotropin receptor signaling was observed, with increased LHR/LHCGR and reduced FSHR and AMH expression, reflecting a shift toward an LH-responsive maturation-aligned phenotype. Importantly, these ovarian cellular improvements translated to the embryonic stage. PGD2 enhanced mitochondrial membrane potential, accelerated cleavage kinetics, and improved progression to the morula and blastocyst stages. Blastocysts exhibited transcriptional patterns consistent with maternal metabolic reprogramming, including increased StAR, CYP11a1, Sirt1, and LHCGR expression. Collectively, these findings demonstrate that PGD2 restores ovarian resilience through hierarchical mitochondrial reinforcement, endocrine activation, and adaptive receptor remodeling, thereby enhancing embryonic developmental competence. PGD2 may represent a potential therapeutic modulator for improving reproductive outcomes under aging-associated ovarian dysfunction.","Yu Ha Shim, Jin Young An, Ji Soo Ryu, Hyun Seung Lee, Seung A Oh, Eun Hye Moon, Jae Ho Lee",Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2026-05-23,2026 Jul,10.1016/j.biopha.2026.119524,https://pubmed.ncbi.nlm.nih.gov/42176571/,1,PINK1,2,mitochondrial quality control;mitochondrial membrane potential,0,,0,,0,,16.0,0.2424242424242424,130,0.57653403,57,0.708663015144397,0.3333333333333333,0.4834652060577588,103,1,1,2,0,0,0,0,6,Moderate,,batch003,,,,,,Prostaglandin D2 reinforces mitochondrial quality control to enhance ovarian and embryonic competence.,0,1,2,2,0.4834652060577588,0.6666666666666666,0.5,1.0,0.0,0.0,51.08794887868823,43,Moderate
42359697,"Mitochondria‑endoplasmic reticulum contact site nexus: Molecular integration, disease pathogenesis and therapeutic opportunities (Review).","Mitochondria‑endoplasmic reticulum contact sites (MERCs) are dynamic, nanoscale membrane domains that serve as crucial signaling hubs for inter‑organellar communication. These specialized interfaces are maintained by a complex network composed of tethering, promoter, and disruptor proteins and coordinate a wide range of cellular processes, such as calcium and zinc ion homeostasis, lipid biosynthesis and transfer, redox signaling, mitochondrial dynamics (fission, fusion and mitophagy), autophagy, apoptosis, inflammation and cellular senescence. Accordingly, the structural and functional integrity of MERCs is vital for cellular adaptation and survival. Nevertheless, MERC plasticity is often impaired in various human pathologies. Alterations in MERC composition, abundance, or function are regarded as pathogenic mechanisms in neurodegenerative diseases, metabolic disorders, cardiovascular conditions, cancer and orthopedic diseases. Common manifestations of MERC dysfunction include disrupted ion signaling, bioenergetic failure, excessive oxidative stress, and impaired organelle quality control. Therefore, targeted modulation of MERCs represents a promising therapeutic avenue. However, translating this potential into clinical practice faces considerable challenges. This is because MERC function is dynamic, context‑dependent and dualistic; both excessive and deficient coupling can drive pathology. Future progress hinges on deciphering the precise regulatory codes that govern MERC assembly, developing tools for real‑time, high‑resolution in vivo analysis, and designing innovative, cell‑type‑specific interventions that normalize rather than simply inhibit or enhance MERC function. A multidisciplinary approach integrating spatial proteomics, super‑resolution imaging, and advanced disease modeling is warranted for unlocking the full diagnostic and therapeutic potential of these organelle contact sites.","Yi Liu, Xianda Che, Wei Wei, Chong Teng, Huimin Li",International journal of molecular medicine,2026-06-26,2026 Aug,10.3892/ijmm.2026.5898,https://pubmed.ncbi.nlm.nih.gov/42359697/,0,,2,mitochondrial dynamics;mitophagy,1,cellular senescence,1,cardiovascular,1,proteomics,24.0,0.3636363636363636,59,0.5991075,37,0.7557167788022215,0.5,0.6022867115208886,53,0,0,2,0,0,0,0,2,High,,batch003,,,,,,"Mitochondria‑endoplasmic reticulum contact site nexus: Molecular integration, disease pathogenesis and therapeutic opportunities (Review).",1,0,2,2,0.6022867115208886,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,51.080034903231095,44,Moderate
42542263,Asiaticoside attenuates endothelial cells senescence in diabetic retinopathy via CCND1-mediated mitophagy through the PI3K/AKT/mTOR pathway.,"ETHNOPHARMACOLOGICAL RELEVANCE: Diabetic retinopathy (DR), a predominant microvascular complication of diabetes mellitus, is pathologically characterized by endothelial dysfunction and blood-retinal barrier (BRB) disruption. Asiaticoside (AC), a bioactive phytochemical constituent derived from traditional Chinese medicinal herbs, has shown promising therapeutic potential against a spectrum of diabetic complications. Nevertheless, the explicit molecular targets and the detailed pharmacological mechanisms underlying the protective effects of this herbal ingredient against DR have not yet been fully elucidated. AIM OF THE STUDY: This study aimed to investigate the therapeutic effects and underlying mechanisms of AC in attenuating the progression of DR by targeting Cyclin D1 (CCND1) to negatively regulate the PI3K-AKT-mTOR pathway and activating mitophagy, thereby providing a promising therapeutic strategy for DR treatment. MATERIALS AND METHODS: C57BL/6J mice were utilized to establish diabetic mouse model via intraperitoneal injection of streptozotocin (STZ) then treated with AC. Human microvascular endothelial cells (HMECs) were exposed to high glucose (HG; 35 mM) to construct high-glucose model and treated with AC, mitophagy inhibitor 3-MA, mitophagy agonist CCCP and PI3K agonist 740-YP. Genetic knockdown via siRNA was performed to validate CCND1 effect on cellular senescence and mitophagy. The senescence level of retina, mice visual contrast sensitivity and retinal vascular leakage were evaluated by western blotting, immunofluorescence, OptoDrum eyes tracker system and evans blue staining respectively. Cell viability, cellular senescence, cell migratory capacity, apoptosis, mitophagy, mitochondrial morphology, mitochondrial function, and ultrastructural changes were assessed by CCK8 assays, wound-healing assay, western blotting, immunofluorescence, and transmission electron microscopy (TEM) respectively. RESULTS: AC treatment significantly lowered the visual contrast threshold by approximately 18% and reduced retinal vascular leakage in diabetic mice. In vitro, AC ameliorated high glucose-induced endothelial cell senescence, attenuated cellular and mitochondrial dysfunction as well as reactive oxygen species (ROS) production, and induced mitophagy. Bioinformatics analysis identified CCND1 as one of the key senescence-related genes upregulated in DR, AC intervention significantly inhibited its overexpression. Furthermore, knockdown of CCND1 recapitulated the protective effects of AC, enhancing mitophagy and suppressing senescence phenotypes. Mechanistically, AC treatment or CCND1 knockdown inhibited high glucose-induced activation of the PI3K-AKT-mTOR signaling pathway, while the PI3K agonist 740 YP completely reversed these beneficial effects of AC. CONCLUSION: We firstly revealed that AC attenuates DR progression by alleviating cellular senescence in HMECs by modulating CCND1. Notably, the present study is the first to explore the pathological role of CCND1 in DR beyond its classical cell-cycle regulatory function, which provides a novel and promising therapeutic target and intervention strategy for DR treatment.","Zhouyang Chen, Yuxin Luo, Xueying Lou, Songwei Chen, Yan Qian, Xiaowei Yang, Ying Yu",Journal of ethnopharmacology,2026-08-01,2026 Aug 01,10.1016/j.jep.2026.122256,https://pubmed.ncbi.nlm.nih.gov/42542263/,0,,3,mitophagy;mitochondrial dysfunction,3,cellular senescence,0,,0,,36.0,0.5454545454545454,8,0.408905,141,0.3592450142871788,0.75,0.5936980057148715,58,0,0,1,1,0,0,1,9,High,,batch003,,,,,,Asiaticoside attenuates endothelial cells senescence in diabetic retinopathy via CCND1-mediated mitophagy through the PI3K/AKT/mTOR pathway.,0,0,1,3,0.5936980057148715,1.0,0.0,0.5,0.0,0.0,50.77943020002051,45,Moderate
42518074,Cellular Senescence in Diabetic Cardiomyopathy: Mechanistic Insights and Therapeutic Perspectives.,"Diabetic cardiomyopathyis a distinct cardiac disorder marked by diabetes-associated myocardial structural and functional abnormalities, developing independently of other overt cardiovascular diseases. Mounting evidence suggests that cellularsenescence serves as a central mechanism, linking metabolic stress to mitochondrial dysfunction, chronic inflammation, and adverse cardiac remodeling. In the diabetic heart, senescence manifests as sustained cell-cycle arrest, impaired mitochondrial function, and a proinflammatory senescence-associated secretory phenotype (SASP). These features collectively drive detrimental structural and functional remodeling. Mechanistically, this process involves defective mitochondrial quality control, influenced by regulators such as Sirtuin 3 (SIRT3) and ATP synthase O subunit (ATP5O). Furthermore, aberrant activation of signaling pathways, including p53, FOXO1-Angiopoietin-like 4 (ANGPTL4), and various miRNA-dependent mechanisms, drives senescence in both cardiomyocytes and cardiac progenitor cells under diabetic conditions. Epigenetic remodeling and RNA methylation further shape this process by influencing transcriptional regulation and proteostasis. Concurrently, immunoinflammatory crosstalk, particularly macrophage polarization and persistent SASP-mediated inflammation, exacerbates myocardial fibrosis and dysfunction. It is notable that type 1 and type 2 diabetes present distinct patterns of senescence burden, mitochondrial impairment, and cardiac phenotypes.Promising therapeutic strategies targeting senescence-associated pathways, including senolytics, metabolic modulators, mitochondrial protectants, and epigenetic regulators, have demonstrated potential in preclinical and emerging clinical studies. This review integrates current insights into the complex interplay among metabolic stress, mitochondrial injury, and cellular senescence in Diabetic cardiomyopathy. It also highlights promising directions for mechanism-based interventions aimed at combating diabetic cardiac remodeling.","Ting Ye, Donglin Yang, Xinrui Chang, Dongdong Wu, Yuman Lei, Chengcheng Mu, Yizhe Zhao, Shouzhu Xu",Cardiovascular drugs and therapy,2026-07-28,2026 Jul 28,10.1007/s10557-026-07923-1,https://pubmed.ncbi.nlm.nih.gov/42518074/,1,SIRT3,2,mitochondrial quality control;mitochondrial dysfunction,3,cellular senescence,1,myocardial;cardiovascular,0,,37.0,0.5606060606060606,7,0.6775818,6,0.9192942511807805,0.7708333333333334,0.8302177004723121,3,0,0,1,1,0,0,0,7,Very High,,batch003,,,,,,Cellular Senescence in Diabetic Cardiomyopathy: Mechanistic Insights and Therapeutic Perspectives.,0,0,1,2,0.8302177004723121,0.6666666666666666,0.0,0.5,0.0,0.0,50.7242861831976,46,Moderate
42627996,"Mitochondrial dysfunction, metabolic quiescence and premature senescence in CMT4B3 fibroblasts.","Charcot-Marie-Tooth disease type 4B3 (CMT4B3) is an ultra-rare autosomal recessive neuropathy caused by mutations in the MTMR5/SBF1 gene. In this study, we characterized dermal fibroblasts derived from a patient carrying compound-heterozygous MTMR5/SBF1 variants (R763H/G1064E) and identified alterations affecting mitochondrial metabolism and cellular stress pathways. Patient fibroblasts exhibited fragmented mitochondrial networks with a shift toward fission, together with reduced ATP production, while mitochondrial mass, respiratory chain assembly, and markers of mitochondrial biogenesis were preserved. In line with our previous evidence of enhanced mitophagy, these findings support the presence of altered mitochondrial quality control. The reduction in cellular energy production was not accompanied by increased glycolytic activity, indicating a metabolically quiescent phenotype. Transcriptomic profiling revealed dysregulation of the PI3K/AKT signalling pathway. AKT phosphorylation at Ser473 was increased in the absence of complete canonical AKT activation. These signalling changes were associated with increased expression of p53 and p21 and with features consistent with premature cellular senescence. Overall, our findings identify metabolic quiescence and premature senescence as previously unrecognized aspects of CMT4B3 cellular pathology and suggest that altered coordination between mitochondrial metabolism and intracellular signalling may contribute to disease pathogenesis.","Paola Zanfardino, Alessandro Amati, Sharon Cox, Gennaro Agrimi, Stefano Doccini, Patricio Fernández-Silva, Apollonia Tullo, Jessica Rosati, Filippo M Santorelli, Vittoria Petruzzella",Human molecular genetics,,2026 Aug 10,10.1093/hmg/ddag080,https://pubmed.ncbi.nlm.nih.gov/42627996/,0,,2,mitophagy;mitochondrial quality control;mitochondrial biogenesis;mitochondrial dysfunction,2,cellular senescence,0,,1,transcriptomics,27.0,0.4090909090909091,45,0.6590214,7,0.815466642958836,0.4375,0.5886866571835344,21,0,0,3,1,0,0,0,7,High,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,1,0,2,2,0.5886866571835344,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,50.6040330014237,47,Moderate
42160006,SIRT6-Mediated Deacetylation of ATF3 Promotes Silica-Induced Lung Fibrosis by Enhancing its Nuclear Import via Binding to Importin α.,"Silicosis is the most common occupational lung disease caused by respirable crystalline silica inhalation, with limited therapeutic options. Cellular senescence plays a critical role in the pathogenesis of lung diseases, while the role of senescent macrophages in silicosis remains unclear. Single-cell RNA sequencing (scRNA-seq) of healthy and silicosis human and mouse lung tissues revealed that activating transcription factor 3 (ATF3)-mediated macrophage senescence is closely linked to silicosis progression. Mechanistically, Sirtuin 6 (SIRT6)-mediated ATF3 deacetylation enhanced its nuclear transport and subsequently activated mitochondria-localized glutamic acid-rich protein (MGARP) transcription, thereby causing mitochondrial dysfunction and macrophage senescence. Senescent macrophages promoted fibroblast activation via the secreted phosphoprotein 1 (SPP1)-cluster of differentiation 44 (CD44) signaling pathway. Furthermore, the nuclear transport protein importin α and the molecular chaperone protein heat shock protein 70 (HSP70) competitively bound to ATF3, preventing its lysosomal degradation while promoting its nuclear import during macrophage senescence. Moreover, the small-molecule inhibitor Itraconazole, which targets the binding site of ATF3 and importin α, could reduce ATF3 nuclear entry, macrophage senescence, and pulmonary fibrosis (PF). Collectively, our study provided insights into the mechanism by which deacetylated ATF3 facilitates silicosis progression via increased nuclear transport and macrophage senescence, and indicated potential therapeutic targets for PF.","Demin Cheng, Wenxia Bu, Fengxu Wang, Yueyuan Jin, Rongzhu Liu, Rui Zhao, Xuehai Wang, Mengna Jiang, Jinping Shen, Xinhang Cheng, Zuming Chen, Li Zhu, Jinlong Li, Zhenzhong Ge, Shichen Miao, Haotian Xu, Xiaoyu Zhou, Dongming Wang, Xinyuan Zhao","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-05-20,2026 Aug,10.1002/advs.75782,https://pubmed.ncbi.nlm.nih.gov/42160006/,0,,2,mitochondrial dysfunction,3,cellular senescence,2,fibroblast,0,,36.0,0.5454545454545454,8,0.5652076,65,0.6850533902038409,0.75,0.7240213560815363,21,0,0,0,1,1,0,0,8,High,,batch003,,,,,,SIRT6-Mediated Deacetylation of ATF3 Promotes Silica-Induced Lung Fibrosis by Enhancing its Nuclear Import via Binding to Importin α.,1,0,0,2,0.7240213560815363,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,50.34074746285378,48,Moderate
42405973,Emodin alleviates radiation-induced pulmonary fibrosis by targeting cellular senescence via the mtDNA-cGAS-STING axis.,"Radiation-induced pulmonary fibrosis (RIPF) is a severe complication of thoracic radiotherapy with limited effective treatment options. Cellular senescence has emerged as a critical driver of age-related tissue fibrosis; however, its role in RIPF and potential as a therapeutic target are underexplored. In this study, we investigated whether emodin, a natural compound with known anti-aging properties, alleviates RIPF by suppressing radiation-induced cellular senescence. In a mouse model exposed to 16 Gy thoracic irradiation, emodin treatment significantly attenuated pulmonary fibrosis, reduced collagen deposition, and downregulated fibrotic markers. Notably, emodin markedly suppressed radiation-induced senescence in pulmonary epithelial cells, accompanied by reduced secretion of senescence-associated secretory phenotype (SASP) factors. Mechanistically, emodin preserved mitochondrial integrity, curbed mitochondrial reactive oxygen species (mtROS) accumulation, and prevented mitochondrial DNA (mtDNA) leakage into the cytoplasm, thereby inhibiting the cGAS-STING-NF-κB signaling pathway, a key pro-inflammatory axis in senescent cells. Importantly, knockdown of cGAS or treatment with the mitochondrial uncoupler CCCP attenuated the anti-senescent effects of emodin, underscoring the centrality of mitochondrial dysfunction and the mtDNA-cGAS-STING axis in senescence-driven fibrosis. Collectively, these findings identify emodin as a novel senescence-targeting agent that mitigates RIPF by alleviating mitochondrial dysfunction and disrupting the mtDNA-cGAS-STING pathway, highlighting its therapeutic potential in age-related fibrotic diseases.","Wei Duan, Yanling Sha, Xi Tang, Riu Liu, Bin Su, Meijing Huang, Xin Xun, Yunfei Ye",Biogerontology,2026-07-06,2026 Jul 06,10.1007/s10522-026-10472-7,https://pubmed.ncbi.nlm.nih.gov/42405973/,0,,3,mitochondrial dysfunction,3,cellular senescence;senescent cells,0,,0,,36.0,0.5454545454545454,8,0.5571367,71,0.6682298260328944,0.75,0.7172919304131578,23,0,0,0,1,0,0,1,7,High,,batch003,,,,,,Emodin alleviates radiation-induced pulmonary fibrosis by targeting cellular senescence via the mtDNA-cGAS-STING axis.,0,0,0,3,0.7172919304131578,1.0,0.0,0.0,0.0,0.0,50.10521756446052,49,Moderate
42695018,Mitophagy and Cellular Homeostasis in Kidney Diseases: Mechanisms and Potential Therapeutics.,"Mitochondrial homeostasis has attracted increasing interest and is now recognized as playing a significant role in both kidney development and the progression of kidney disease. Among these, the latest approach, mitophagy, has been shown to be activated dynamically and reversibly under various physiological conditions, including reactive oxygen stress, nutrient deficiency, and cellular senescence, to maintain mitochondrial homeostasis and function. Moreover, findings indicate that mitophagy can also maintain mitochondrial quality through interactions and mutual regulation with mitochondrial dynamics. Crucially, a growing number of kidney diseases, such as acute kidney injury, diabetic kidney disease, and other chronic kidney diseases, are linked to abnormal levels of mitophagy. In this review, we comprehensively examined the vital role of mitophagy in kidney diseases, discussed the potential of mitophagy-targeted therapies, and described the detailed alterations in specific mitophagy-related proteins associated with kidney diseases.","Hao Lu, Shenyu Yan, Baoyi Shao, Jianbo Guo, Yifan Wang, Rui Hou, Shen Chen, Meicen Wu, Biao Wei, Fei Li, Xiaoming Meng, Haiyong Chen",International journal of biological sciences,2026-08-12,2026,10.7150/ijbs.138435,https://pubmed.ncbi.nlm.nih.gov/42695018/,0,,2,mitochondrial dynamics;mitophagy;mitochondrial homeostasis,1,cellular senescence,1,kidney,0,,21.0,0.3181818181818182,67,0.5524928,45,0.5998278105443937,0.3125,0.4274311242177575,65,0,0,3,0,0,0,0,2,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,0,2,3,0.4274311242177575,1.0,0.0,1.0,0.0,0.0,49.960089347621505,50,Moderate
42556484,The role and mechanisms of the cGAS-STING signaling pathway in age-related pathophysiological processes: challenges and therapeutic strategies.,"Agingis characterized by chronic low-grade inflammation (""inflammaging""), a key driver of functional decline and age-related diseases. The cGAS-STING pathway, which senses cytosolic DNA, has emerged as a central mediator of this sterile inflammation. Here, we systematically review the mechanisms of cGAS-STING activation in aging-including mitochondrial DNA leakage, nuclear envelope disruption, and retrotransposon activation-and its role in driving cellular senescence and the senescence-associated secretory phenotype (SASP). We examine the pathway's pathological contributions across multiple systems, including the nervous, cardiovascular, musculoskeletal, metabolic, reproductive, and sensory systems. We also discuss therapeutic strategies targeting cGAS-STING, encompassing small-molecule inhibitors, natural products, nanomedicine, and gene therapy. Furthermore, we integrate AlphaFold3-based structural modeling and CB-DOCK2 molecular docking analyses to characterize the binding modes and affinities of key inhibitors (e.g., H-151, RU.521, VBIT-4, Mdivi-1) to cGAS, STING, VDAC1, and DRP1, providing a structural rationale for their therapeutic potential. Finally, we address current challenges, including tissue-specific effects and pathway complexity, and highlight future directions for translating these insights into clinical interventions for aging and age-associated disorders.","Yutong Wei, Sutong Cai, Yanan Ji, Jie Wang, Tongxin Shang, Bin Dai, Hualin Sun",Biochemical pharmacology,2026-08-05,2026 Nov,10.1016/j.bcp.2026.118317,https://pubmed.ncbi.nlm.nih.gov/42556484/,1,DNM1L,0,,2,cellular senescence,1,cardiovascular,0,,19.0,0.2878787878787879,74,0.6667981,6,0.8312085048441643,0.2708333333333333,0.4949834019376657,47,1,1,0,0,0,0,0,4,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,0,1,0,3,0.4949834019376657,1.0,0.5,0.0,0.0,0.0,49.8244190678183,51,Moderate
42641190,Remodeling lipid and mitochondrial homeostasis: a novel mechanism by which polydatin attenuates renal tubular senescence in chronic kidney disease.,"Tubular cell senescence is a well-recognized key driver of chronic kidney disease (CKD) pathogenesis, which imposes a substantial global health burden. Polydatin (PD) is a natural polyphenol derived from Polygonum cuspidatum, its novel potential to modulate tubular cell senescence in CKD-specifically through remodeling lipid dysfunction and restoring mitochondrial homeostasis-remains unelucidated. Our study focused on unraveling the core molecular mechanisms underlying PD driven therapeutic effects in CKD, with SIRT3 as a key target validated by tubule-specific depletion strategies in vivo. PD treatment significantly ameliorates renal dysfunction, attenuates tubular injury, and mitigates interstitial fibrosis in CKD, with consistent renoprotective effects confirmed in vitro. Transcriptomic analyses identified lipid metabolism remodeling and mitochondrial homeostasis restoration as core pathways regulated by PD, with the SIRT3/SOD2 axis emerging as a central regulatory hub. Mechanistically, PD restores SIRT3 expression, which in turn enhances SOD2 deacetylation, boosts antioxidant capacity, reverses lipid dysfunction, and ultimately reduces mitochondrial reactive oxygen species (ROS) accumulation and mitochondrial damage. Notably, PD effectively suppresses the DNA damage response via reducing γH2AX foci formation, thereby alleviating tubular cell senescence (evidenced by decreased p21 expression and SA-β-gal activity in vivo and in vitro). Critically, tubule-specific SIRT3 knockout or siRNA-mediated knockdown abrogated protective effects modulated by PD, underscoring SIRT3 as an essential mediator of its therapeutic actions. Collectively, our study unveils that PD rewires lipid metabolism, restores mitochondrial homeostasis, and activates the SIRT3/SOD2 axis to mitigate DNA damage and suppress tubular senescence, thereby halting CKD progression. These findings position PD as a promising therapeutic candidate for senescence-associated kidney diseases.","Tingting Wang, Hui Wang, Wenfeng Guo, Lingzhi Xu, Lan Feng, Chunni Feng, Han Zhang, Hongbao Liu",International immunopharmacology,2026-08-25,2026 Aug 25,10.1016/j.intimp.2026.117311,https://pubmed.ncbi.nlm.nih.gov/42641190/,2,SIRT3,2,mitochondrial homeostasis,0,,1,kidney,1,transcriptomics,26.0,0.3939393939393939,57,0.5287243,49,0.5517148006274074,0.4166666666666667,0.470685920250963,54,0,0,1,0,0,0,0,2,Moderate,pubmed_articles.csv,batch_001,canonical_literature_v1,phd_evidence_strength_v1,phd_biological_score_v1,sentence-transformers/all-MiniLM-L6-v2,pubmed_phd_priority_features_v1,,1,0,1,3,0.470685920250963,1.0,0.0,0.5,0.3333333333333333,0.0,49.80734054211703,52,Moderate
