pmid,title,O1_conserved_signature_level,O1_conserved_signature_matches,O2_multiomics_integration_level,O2_modalities,O3_hub_gene_level,O3_hub_gene_matches,O4_core_mito_process_level,O4_core_mito_process_matches,O5_mechanistic_connection_level,O5_mechanistic_sentence_count,O5_strong_causal_sentence_count,O5_connected_sentence_count,O5_relational_mechanistic_sentence_count,O5_title_connected,O5_title_strong_mechanistic,O5_title_relational_mechanism,objective_feature_engine_version,biological_vocabulary_version,objective_feature_status
42296967,"The senescence-stiffening loop: Extracellular matrix remodeling, hypoperfusion, and mitochondrial dysfunction drive tissue aging.",0,,2,transcriptomics; proteomics,0,,0,,2,0,0,0,0,1,0,0,1.0,1.0,canonical_candidate
42295784,Engineered Exosomal miR-146a-5p Reprograms BMSC Fate and Restores Mitochondrial Homeostasis in Glucocorticoid-Induced Osteonecrosis of Femoral Head.,0,,1,transcriptomics,0,,2,mitochondrial homeostasis; mitochondrial membrane potential; mitophagy,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42250782,"Ferro-aging: A novel paradigm linking iron overload, lipid peroxidation and cellular senescence.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42208534,Pro-aging effects of chronic glucocorticoid signaling.,0,,0,,0,,1,mitochondrial quality control,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42176909,"4-N-furfurylcytosine, a novel cytosine-derived modulator of mitochondrial and redox homeostasis to counteract aging: Insights from cellular and mouse models.",2,consistent,1,proteomics,0,,1,mitochondrial homeostasis,3,0,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42162843,Nanoplastic exposure induces mitochondrial dysfunction-driven inflammation and senescence in renal tubular epithelial cells.,2,consistent,1,transcriptomics,0,,0,,3,1,0,2,1,1,1,1,1.0,1.0,canonical_candidate
42061603,Long-chain chlorinated paraffins (LCCPs) exposure induces testicular aging damage by triggering mitochondrial dysfunction.,0,,0,,0,,2,mitochondrial membrane potential; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
41988659,The complex relationship between oxidative stress and aging: new perspectives on similarities and differences.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42679742,Mangiferin attenuates UV-B-induced premature senescence through suppression of mitochondrial ROS and restoration of mitochondrial dynamics in human dermal fibroblasts and BALB/c mice.,0,,0,,0,,2,mitochondrial ROS; mitochondrial dynamics,3,0,0,2,1,1,0,0,1.0,1.0,canonical_candidate
42665979,Biomaterials for metabolic reprogramming in skeletal disorders.,0,,0,,0,,1,mitochondrial quality control,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42663794,The organellar biology of aging: A mitochondrial vantage.,0,,1,transcriptomics,0,,1,mitochondrial dynamics,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42676148,Near-Infrared Imaging of Senescence-Associated β-Galactosidase Enables Discovery of a Glycerol-3-Phosphate Dehydrogenase 2-Regulated Neuroprotective Pathway in Alzheimer's Disease.,0,consistent,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42645669,"The Reductive Stress Nexus: Integrated Pathways of Metabolic Dysregulation, Senescence and Blood-Brain Barrier Failure in Neurodegenerative Disease and Brain Aging.",0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42641190,Remodeling lipid and mitochondrial homeostasis: a novel mechanism by which polydatin attenuates renal tubular senescence in chronic kidney disease.,0,consistent,1,transcriptomics,0,,1,mitochondrial homeostasis,3,1,0,2,0,1,1,1,1.0,1.0,canonical_candidate
42707763,Repair and regeneration across the lifespan: an ontogenetic perspective.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42635645,Formononetin attenuates cellular senescence through a FOS-mediated mechanism.,0,,1,transcriptomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42479464,Microbiome-derived metabolites shape CD4+ T cell differentiation and immune aging in HIV-1 infection.,0,,2,transcriptomics; proteomics; metabolomics,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42652250,Ferroptosis-Senescence Crosstalk in Sepsis-Associated Acute Lung Injury: Mechanisms and Therapeutic Opportunities.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42643667,Ambient PM2.5 Induced Pulmonary Vascular Remodeling via MSC-Mediated Cellular Senescence in Pulmonary Arterial Endothelial Cells.,0,,0,,0,,0,,3,1,1,1,1,0,0,0,1.0,1.0,canonical_candidate
42519021,Exercise-induced mitochondrial remodeling in energy-demanding organs during aging.,0,,0,,0,,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42625807,PDHA1 Hyperactivation Orchestrates Metabolic Reprogramming Promoting Endothelial Senescence.,0,,1,metabolomics,0,,1,mitochondrial homeostasis,3,0,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42624448,Novel SIRT1 up-regulator F1462 attenuates endothelial cell senescence and vascular aging by promoting mitochondrial biogenesis via activating the SIRT1/PGC-1α/TFAM pathway.,0,,0,,0,,2,mitochondrial biogenesis; mitochondrial membrane potential,3,2,1,2,1,1,0,0,1.0,1.0,canonical_candidate
42624180,"KDM4A-driven epigenetic reprogramming as a central nexus linking metabolic adaptation, immune remodeling, and therapy resistance in cancer.",0,,0,,0,,2,mitochondrial quality control; mitophagy,3,0,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42473972,Engineering biomaterial-mediated delivery for osteoarthritis: targeting aging mechanisms to reestablish joint homeostasis.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42617978,Aging in the air we breathe: Mechanisms and consequences of air pollution exposure for biological aging.,0,consistent,3,transcriptomics; proteomics,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42617903,Mitochondrial dysfunction in ifosfamide-induced nephrotoxicity: Mechanisms and possible interventions.,0,,1,metabolomics,0,,2,mitochondrial biogenesis; mitochondrial dynamics,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42683053,Spatial niche remodeling of senescent liver-resident immune cells and its role in chronic liver diseases.,0,,2,,0,,0,,3,1,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42650863,"Pyrroloquinoline Quinone (PQQ) as a Mitochondrial Rejuvenation Strategy in Aesthetic Dermatology: Mechanisms, Therapeutic Potential, and Future Clinical Applications.",0,,0,,0,,1,mitochondrial biogenesis,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42606684,Long-chain chlorinated paraffins exposure induces premature ovarian failure by disrupting the balance of mitochondrial fission.,0,,0,,1,DRP1,1,mitochondrial fission,3,2,1,2,1,0,0,0,1.0,1.0,canonical_candidate
42167416,ALDH2 alleviates diabetes-induced myocardial cell senescence and electrical remodeling by regulating SIRT1.,0,,0,,0,,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42105790,FMO1 disrupts mitochondrial functional homeostasis through ROS-mediated mechanisms to drive chondrocyte senescence and hypertrophy.,0,,1,transcriptomics,2,DRP1; MFN1,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42662784,High-fructose diet-induced gut dysbiosis as a mechanistic driver of chronic inflammation and accelerated biological aging: a comprehensive review.,0,,0,,0,,0,,3,1,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42650270,"A Pyrazole-Based Small Molecule, KB3409, Restores Mitochondrial Function via VCP Activation and RCN2-Dependent Ca2+ Regulation.",0,,0,,0,,1,mitochondrial quality control,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42628192,Perfluorodecanoic Acid (PFDA) induces ovarian toxicity and premature aging via mitochondrial dysfunction.,0,,0,,0,,2,mitochondrial dynamics; mitochondrial fission,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42695018,Mitophagy and Cellular Homeostasis in Kidney Diseases: Mechanisms and Potential Therapeutics.,0,,0,,0,,2,mitochondrial dynamics; mitochondrial homeostasis; mitophagy,3,1,1,1,1,0,0,0,1.0,1.0,canonical_candidate
42656544,Mitochondrial regulation of cellular senescence heterogeneity.,0,,0,,0,,1,mitophagy,3,1,1,3,2,0,0,0,1.0,1.0,canonical_candidate
42627996,"Mitochondrial dysfunction, metabolic quiescence and premature senescence in CMT4B3 fibroblasts.",2,consistent,1,transcriptomics,0,,2,mitochondrial biogenesis; mitochondrial quality control; mitophagy,2,0,0,1,0,1,0,0,1.0,1.0,canonical_candidate
42576130,Preserving joint healthspan in knee osteoarthritis: a geroscience-guided review of non-surgical therapies and genicular artery embolization.,2,consistent,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42573875,Chronic subdural hematoma through the hallmarks of aging: a geroscience framework for the commonest neurosurgical condition of older adults.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42650821,Mechanisms of Obesity-Related Kidney Disease: From Adipose Depot Biology to the Chymase-Aldosterone and Ghrelin-Leptin Axes.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42654174,Food-Derived Omega-3 Fatty Acids and Cognitive Aging: Integrating Nutritional Neuroscience and Geroscience.,0,consistent,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42589194,"Mitochondria-Targeted Natural-Derived Compounds in Cellular Senescence: Mechanisms, Therapeutic Potential, and Future Directions.",0,,0,,0,,2,mitochondrial dynamics; mitophagy,3,0,0,1,1,0,0,0,1.0,1.0,canonical_candidate
42559700,"Hyper-aging in systemic sclerosis: linking genome instability, mitochondrial dysfunction, and inflammaging to fibrosis.",0,,1,transcriptomics,0,,0,,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42621049,The dual role of the cGAS-STING signaling pathway in kidney diseases: from acute injury to chronic fibrosis - molecular mechanisms and precision therapeutic strategies.,0,,0,,0,,1,mitochondrial homeostasis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42572701,The Immunometabolic Bridge: Targeting Metainflammation to Prevent the Transition from Obesity to Cardiovascular Disease.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42547759,Targeting the NO-cGMP axis in age-related vascular dysfunction: a systematic review and meta-analysis of preclinical animal studies.,0,,0,,0,,0,,2,1,1,1,0,0,0,0,1.0,1.0,canonical_candidate
42613625,"SLC25A12 mitigates mitochondrial dysfunction in myoblast senescence, and alleviates cuproptosis-related changes under copper stress.",2,consistent,2,transcriptomics,0,,0,,2,1,0,1,0,1,0,0,1.0,1.0,canonical_candidate
42609608,Targeting cellular senescence through nutritional senotherapeutics in brain aging and neurodegenerative diseases.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42589618,Senescence Markers and Associated Transcriptomic Changes Are Expressed at Early Stages of Alzheimer's Neuropathology but Are Not Independently Related to Dementia.,0,,1,transcriptomics,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42579356,Mitochondrial Inflammation and Muscle Aging: Targeting the Inflammatory Microenvironment in Sarcopenic Muscle.,0,,2,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42545731,"Oxidative stress, aging, metabolism, SIRT1, and the gut microbiota: the neurocardiac basis of cognitive loss.",0,,0,,0,,1,mitochondrial dynamics,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42572842,Alterations of actin in aging.,0,conserved; cross model,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42572354,Simulated Microgravity Induced Mesenchymal Stem Cell Senescence via the Activation of Cytosolic mtDNA-cGAS-STING Axis.,0,,0,,0,,0,,3,4,4,4,3,1,0,0,1.0,1.0,canonical_candidate
42542263,Asiaticoside attenuates endothelial cells senescence in diabetic retinopathy via CCND1-mediated mitophagy through the PI3K/AKT/mTOR pathway.,0,,0,,0,,1,mitophagy,3,3,2,4,1,1,1,1,1.0,1.0,canonical_candidate
42541586,Research progress of traditional Chinese medicine interventions for aging-related nervous system diseases.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42503023,Unveiling the AcSirt2-FOXO-Mitophagy Axis: Insights Into Mitochondrial Quality Control and Delayed Aging in Apis cerana.,0,,0,,2,DRP1; MFN1; MFN2; PINK1,2,mitochondrial fusion; mitochondrial homeostasis; mitochondrial quality control; mitophagy,2,2,1,2,0,0,0,0,1.0,1.0,canonical_candidate
42479110,Natural products targeting cytokine-regulated SASP inflammation networks in Ovarian cancer: Implications on immune escape and molecular resistance.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42463241,Muscle satellite cells and aging.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42423501,Kaempferol Attenuates Spaceflight-Associated Knee Cartilage Degradation by Targeting NOX4-Mediated Mitochondrial Dysfunction.,0,,1,transcriptomics,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42378907,Senotherapeutic strategies for ovarian aging: Mechanistic insights and translational perspectives.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42359697,"Mitochondria‑endoplasmic reticulum contact site nexus: Molecular integration, disease pathogenesis and therapeutic opportunities (Review).",0,,1,proteomics,0,,2,mitochondrial dynamics; mitophagy,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42309396,Biomarkers and therapies associated with Hutchinson-Gilford Progeria Syndrome.,0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42296716,Bach transcription factors: Emerging molecular regulators for oxidative stress-mediated skin responses and protection.,0,,1,transcriptomics,0,,1,mitochondrial biogenesis,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42219134,Cell senescence in chronic pain: An integrative perspective on cellular and neural mechanisms.,0,,0,,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42163639,Antioxidant Proline Carbon Dot-Composited Poly(L-methionine) Hydrogel Restores Mitophagy to Alleviate Cellular Senescence in Intervertebral Disc Degeneration.,0,,0,,0,,1,mitophagy,2,1,0,1,0,1,0,0,1.0,1.0,canonical_candidate
42160006,SIRT6-Mediated Deacetylation of ATF3 Promotes Silica-Induced Lung Fibrosis by Enhancing its Nuclear Import via Binding to Importin α.,0,,1,transcriptomics,0,,0,,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42602249,Corticotropin-releasing factor (CRF) in brain aging: from mitochondrial dysfunction to inflammaging.,0,,0,,0,,1,mitochondrial dynamics,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42646271,Visceral Obesity and Its Complications: The Role of Bioelectrical Impedance Analysis in Longevity Medicine.,0,consistent,0,,0,,0,,2,1,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42521003,Sodium Danshensu alleviates oxidative stress-induced endothelial apoptosis and senescence by modulating the SIRT1/p53 pathway.,0,,0,,0,,2,mitochondrial membrane potential; mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42518074,Cellular Senescence in Diabetic Cardiomyopathy: Mechanistic Insights and Therapeutic Perspectives.,0,,0,,0,,1,mitochondrial quality control,2,1,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42518051,AGGF1 delays endothelial cellular senescence through the TGFB3-TAK1-AMPK signaling axis.,0,,1,transcriptomics,1,DRP1,0,,0,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42577358,Aging-related metabolic dysregulation in osteoporosis: mechanisms and therapeutic strategies.,0,,0,,0,,0,,2,0,0,2,0,0,0,0,1.0,1.0,canonical_candidate
42501399,Turritopsis nutricula-Inspired Engineered Biomimetic Skin Promoting Aged Wound Repair via DAZAP1 Phase Separation-Related Mitochondrial Metabolism Reprogramming.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42568976,Piroxicam accelerates diabetic foot ulcer healing via ERα-dependent mitochondrial protection and oxidative stress relief.,2,consistent,0,,0,,1,mitophagy,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42538554,"Cellular senescence: the ""hidden driver"" in chronic inflammatory skin disorders.",0,,0,,0,,0,,2,0,0,1,0,0,0,0,1.0,1.0,canonical_candidate
42402137,A Melatonin-Catechol Hybrid Molecule Prolongs Lifespan via Regulating ROS and Reprogramming Mitochondrial Metabolism.,0,,0,,0,,1,mitochondrial dynamics,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
42484787,PHLDA3 hypomethylation at the mercy of PTBP1-mediated DNMT3a decay prompts ferroptosis of cardiomyocytes to accelerate microvascular endothelial cell senescence following ischemia/reperfusion injury.,0,,0,,0,,0,,2,0,0,0,0,0,0,0,1.0,1.0,canonical_candidate
