fold,pmid,user_relevance,y_true,raw_priority_score,p_not_relevant,p_maybe,p_relevant,expected_label,predicted_label
5,42329074,Maybe,1,59.097173615232855,0.032089953757651564,0.45743142652003965,0.5104786197223088,1.4783886659646572,2
5,42343000,Maybe,1,33.74126276584434,0.11852694122490795,0.6769435309249128,0.2045295278501793,1.0860025866252714,1
2,42343432,Not Relevant,0,11.685407286630015,0.3311695851924364,0.5953346435989375,0.07349577120862616,0.7423261860161898,1
4,42346293,Maybe,1,47.40810298911462,0.04383370234189333,0.5999300095942517,0.356236288063855,1.3124025857219617,1
4,42359697,Maybe,1,51.080034903231095,0.03319060428548931,0.5418707258761557,0.42493866983835493,1.3917480655528656,1
2,42363074,Relevant,2,57.56886853323342,0.04445181904707487,0.49775037993094007,0.4577978010219851,1.4133459819749103,1
4,42365779,Relevant,2,60.1407330792393,0.01653885358710758,0.38210968684693875,0.6013514595659537,1.584812605978846,2
2,42365869,Relevant,2,57.0563134684708,0.04558757942083642,0.5031645625471072,0.45124785803205636,1.40566027861122,1
5,42370305,Not Relevant,0,30.439152302675097,0.1389410654492544,0.6846054052557726,0.17645352929497293,1.0375124638457185,1
4,42375085,Maybe,1,40.39530138218691,0.07376850056780354,0.6846583433587154,0.24157315607348107,1.1678046555056776,1
3,42385795,Relevant,2,70.80768871165975,0.014916264554987133,0.28420340933311683,0.7008803261118961,1.6859640615569091,2
1,42391447,Maybe,1,44.1899521205867,0.07239603641013928,0.6647809452478681,0.2628230183419926,1.1904269819318534,1
2,42394134,Relevant,2,58.20550531816178,0.043078654303907074,0.49096785469804843,0.4659534909980445,1.4228748366941375,1
4,42402137,Maybe,1,37.906014765175975,0.08833523710870064,0.7041765966668279,0.20748816622447153,1.119152929115771,1
5,42405213,Not Relevant,0,7.916236664434752,0.3588387577097145,0.5829809779311992,0.0581802643590863,0.6993415066493718,1
4,42413386,Relevant,2,2.1661884552601407,0.6179314326799654,0.36662568627985515,0.015442881040179435,0.397511448360214,0
2,42421742,Maybe,1,41.47724531251952,0.09634902477485925,0.6344390809101821,0.2692118943149586,1.1728628695400993,1
4,42422171,Relevant,2,76.85497585604847,0.004488227320965874,0.14641521252080783,0.8490965601582263,1.8446083328372604,2
1,42429052,Maybe,1,28.15597737930458,0.20177899417699677,0.6990605594625113,0.09916044636049193,0.8973814521834952,1
5,42431471,Maybe,1,48.52916412093917,0.056092004889786114,0.576101862381818,0.3678061327283958,1.3117141278386097,1
1,42442011,Maybe,1,35.9849907109918,0.12465643783419353,0.7118889544024082,0.16345460776339826,1.0387981699292048,1
5,42442596,Maybe,1,40.74290998697222,0.08370175503369565,0.6417352597606831,0.2745629852056213,1.1908612301719257,1
1,42450045,Not Relevant,0,16.20833333333333,0.3776612120571971,0.5784960525051053,0.04384273543769768,0.6661815233805006,1
3,42459658,Relevant,2,41.45222122748907,0.08826027161340912,0.6435283980681473,0.2682113303184436,1.1799510587050346,1
2,42468575,Maybe,1,29.684944973673723,0.16374088490194488,0.6691752920330487,0.16708382306500646,1.0033429381630616,1
2,42473972,Maybe,1,27.45053792403733,0.18012735840318086,0.6682082028023582,0.151664438794461,0.9715370803912802,1
5,42477782,Maybe,1,38.75936752026346,0.09249439968237455,0.6542122097197149,0.25329339059791045,1.1607989909155358,1
2,42479464,Maybe,1,42.07449254751874,0.09370188904110521,0.6309870149076923,0.2753110960512025,1.1816092070100974,1
3,42498093,Relevant,2,59.10416666666667,0.030749957317679946,0.4413159159940135,0.5279341266883066,1.4971841693706267,2
3,42501526,Maybe,1,40.14163947183965,0.09515657741395112,0.6525735794996385,0.25226984308641043,1.1571132656724594,1
3,42501684,Maybe,1,36.71627874976779,0.11549898854709903,0.670843674345446,0.21365733710745494,1.0981583485603559,1
4,42510561,Maybe,1,48.77822877208916,0.0395270116220879,0.5791236253826447,0.38134936299526734,1.3418223513731795,1
1,42518074,Maybe,1,50.7242861831976,0.04611522041653052,0.5885771542008309,0.3653076253826386,1.3191924049661081,1
4,42519021,Maybe,1,39.67801701956861,0.07772272493341542,0.6909031144080353,0.2313741606585492,1.1536514357251337,1
3,42521026,Maybe,1,35.49811577831024,0.12359954198996718,0.6753922204183036,0.20100823759172926,1.0774086956017621,1
5,42526698,Relevant,2,73.4066208049088,0.014821304863871981,0.28838374846020953,0.6967949466759185,1.6819736418120463,2
3,42537338,Maybe,1,43.82430996918731,0.07691815279137738,0.6244465732644497,0.2986352739441729,1.2217171211527955,1
3,42543123,Maybe,1,5.613718874641584,0.48247243848587706,0.48086480253190134,0.0366627589822216,0.5541903204963445,0
4,42545731,Maybe,1,39.77446550273809,0.0771799445656336,0.6900921947229735,0.23272786071139295,1.1555479161457594,1
2,42551124,Maybe,1,35.83292087537845,0.12482189734908451,0.6592493146665542,0.21592878798436121,1.0911068906352765,1
1,42559700,Relevant,2,35.34208440002883,0.12988997210124367,0.7129971463847434,0.15711288151401293,1.0272229094127692,1
2,42562239,Relevant,2,55.7828061091448,0.048530278070634474,0.5164183590893401,0.43505136284002544,1.386521084769391,1
1,42572354,Relevant,2,36.15991372120714,0.1232641309643654,0.7115205370549285,0.16521533198070615,1.0419512010163408,1
3,42572701,Maybe,1,29.81170523758852,0.16806466342726772,0.6825430140166404,0.1493923225560918,0.981327659128824,1
3,42572842,Not Relevant,0,28.275018218613603,0.18208419694138753,0.6804489590160921,0.1374668440425203,0.9553826471011327,1
3,42573875,Not Relevant,0,29.388812027873943,0.17183469196083784,0.6821374519234897,0.14602785611567237,0.9741931641548345,1
2,42576130,Maybe,1,29.57864835214484,0.16449248771843764,0.6691847753800461,0.16632273690151633,1.0018302491830786,1
4,42579356,Maybe,1,38.54151104733896,0.08438659384339962,0.6997742538419062,0.2158391523146942,1.1314525584712944,1
3,42586389,Maybe,1,47.98237191369823,0.06021341509433715,0.5833865102147859,0.35640007469087687,1.2961866595965397,1
3,42589194,Maybe,1,54.77480555004121,0.04003946473323777,0.5003112060104049,0.4596493292563574,1.4196098645231197,1
2,42589618,Maybe,1,40.0703817175805,0.10284997707769852,0.6419634821916939,0.25518654073060765,1.1523365636529093,1
1,42598138,Maybe,1,36.63412520969294,0.11955672579493064,0.7103781667303471,0.17006510747472225,1.0505083816797915,1
5,42606684,Maybe,1,55.60247219415791,0.03865637168924186,0.49903579075478277,0.4623078375559754,1.4236514658667336,1
5,42609608,Maybe,1,34.79310958632973,0.11259175310712626,0.673266599716691,0.21414164717618278,1.1015498940690565,1
4,42617903,Maybe,1,45.860369693174064,0.049236619383159666,0.6219680833745052,0.32879529724233514,1.2795586778591754,1
3,42617978,Maybe,1,45.37903530829157,0.07022542770440977,0.6101612403458047,0.3196133319497856,1.249387904245376,1
2,42621049,Maybe,1,34.10991069174984,0.1348511386168073,0.6638764374557742,0.2012724239274185,1.0664212853106112,1
1,42623148,Relevant,2,8.787554781596366,0.5111064374007163,0.4629673748213051,0.025926187777978615,0.5148197503772624,0
3,42624448,Maybe,1,59.99961792706519,0.02910735982726191,0.42888097684865095,0.5420116633240871,1.5129043034968253,2
5,42625807,Maybe,1,56.02471921265833,0.03779915019965202,0.49409222990700247,0.4681086198933455,1.4303094696936935,1
3,42627104,Maybe,1,46.11611194831749,0.06724414447533911,0.6029288283229988,0.3298270272016621,1.262582882726323,1
5,42627996,Maybe,1,50.6040330014237,0.050325435466912316,0.5548475916739608,0.3948269728591268,1.3445015373922145,1
1,42628192,Maybe,1,43.33684338195564,0.07670916494237451,0.6724019864509774,0.2508888486066482,1.1741796836642737,1
4,42635645,Maybe,1,41.4412280852107,0.06833375402774577,0.6746806855168815,0.2569855604553727,1.188651806427627,1
2,42643667,Relevant,2,44.43950246985921,0.08385004232299167,0.6158648606392377,0.3002850970377706,1.216435054714779,1
2,42645669,Maybe,1,29.713858361582023,0.16353692231986577,0.6691717530821146,0.16729132459801965,1.003754402278154,1
3,42650270,Relevant,2,36.53508662274928,0.11667397139181819,0.6715862411984889,0.2117397874096929,1.0950658160178746,1
2,42650821,Not Relevant,0,23.229166666666664,0.2145183218655588,0.6597446658754356,0.1257370122590057,0.9112186903934469,1
4,42650863,Maybe,1,37.97540568638552,0.0878960931728543,0.7037156055271206,0.20838830130002506,1.1204922081271707,1
1,42652250,Maybe,1,37.18421701984593,0.11537719980513866,0.7087908692416451,0.17583193095321625,1.0604547311480776,1
5,42654174,Maybe,1,25.293373022695164,0.1765402929447663,0.6845900427833382,0.1388696642718955,0.9623293713271293,1
4,42663794,Relevant,2,19.298338312240908,0.29555177271001115,0.6474310540568837,0.05701717323310518,0.7614654005230941,1
5,42670888,Relevant,2,40.87260672263552,0.08315411072345809,0.6408541301999476,0.27599175907659423,1.192837648353136,1
2,42676148,Relevant,2,27.795677656314957,0.17751509769130097,0.668517401475645,0.153967500833054,0.976452403141753,1
2,42679742,Maybe,1,57.848011730902606,0.04384466951264304,0.494784064770518,0.46137126571683895,1.4175265962041959,1
1,42682802,Maybe,1,41.850520316236384,0.08478966908035285,0.6842364422233189,0.23097388869632818,1.1461842196159753,1
5,42683053,Relevant,2,37.19629335547764,0.09999866719361639,0.6626826058374928,0.23731872696889078,1.1373200597752744,1
1,42690451,Not Relevant,0,31.20646873406358,0.16814882568010744,0.7108513881391584,0.12099978618073415,0.9528509605006267,1
1,42692941,Maybe,1,34.975672200852046,0.13295558643262761,0.713455483226308,0.15358893034106436,1.0206333439084367,1
1,42695018,Relevant,2,49.96008934762151,0.048642764415096615,0.5989361401509575,0.35242109543394584,1.303778331018849,1
5,42697334,Maybe,1,31.126734339800777,0.13446067086735222,0.6835004405157035,0.18203888861694428,1.047578217749592,1
3,42698274,Relevant,2,28.870464432596325,0.17654671954565035,0.6814633585265941,0.1419899219277555,0.9654432023821051,1
1,42707763,Maybe,1,26.58319211516661,0.22098556448275164,0.6896864729104413,0.08932796260680709,0.8683423981240554,1
3,42710703,Maybe,1,33.8615222566875,0.13524635696349654,0.679844402844131,0.18490924019237254,1.049662883228876,1
1,42710873,Maybe,1,40.59424972964834,0.09221377054395355,0.6927618100779241,0.21502441937812233,1.122810648834169,1
4,42711289,Relevant,2,39.103323946352205,0.08102994760016081,0.6955475189493359,0.22342253345050334,1.1423925858503425,1
1,42712045,Relevant,2,34.03946672390796,0.14106722659519977,0.7140540572838469,0.14487871612095338,1.0038114895257535,1
